Gmt time,Open,High,Low,Close,Volume,EMA,EMASignal,isPivot,pointpos,pattern_detected,pointBreak
08.09.2022 17:15:00.000,257.237,257.516,257.086,257.256,1.9752,256.98627063308004,0,0,,0,0
08.09.2022 17:20:00.000,257.236,257.547,257.106,257.506,1.6176,257.02624981515083,0,0,,0,0
08.09.2022 17:25:00.000,257.507,257.707,257.106,257.317,2.1456,257.0486152139854,0,0,,0,0
08.09.2022 17:30:00.000,257.327,257.467,256.846,257.326,2.2488,257.0699525052173,0,0,,0,0
08.09.2022 17:35:00.000,257.326,257.827,257.207,257.466,2.1972,257.1004176971237,0,0,,0,0
08.09.2022 17:40:00.000,257.476,257.676,257.396,257.587,1.956,257.1378471050373,0,0,,0,0
08.09.2022 17:45:00.000,257.586,257.687,257.237,257.557,1.7340000000000002,257.17008963541906,0,0,,0,0
08.09.2022 17:50:00.000,257.556,257.587,257.146,257.147,2.0412,257.1683135096176,0,0,,0,0
08.09.2022 17:55:00.000,257.146,257.197,256.266,256.766,2.4888,257.1373663165701,0,0,,0,0
08.09.2022 18:00:00.000,256.786,257.067,256.646,256.906,2.0028,257.11956890760314,0,0,,0,0
08.09.2022 18:05:00.000,256.926,257.177,256.626,256.846,1.7808,257.09852514547987,0,0,,0,0
08.09.2022 18:10:00.000,256.856,257.027,256.506,256.556,1.9824,257.05679244198143,0,0,,0,0
08.09.2022 18:15:00.000,256.556,256.976,256.267,256.867,1.8852,257.0421930233675,0,0,,0,0
08.09.2022 18:20:00.000,256.837,257.007,256.716,256.967,1.8468,257.0364089446469,0,0,,0,0
08.09.2022 18:25:00.000,256.966,257.117,256.796,256.866,1.8384000000000005,257.02330056428946,0,0,,0,0
08.09.2022 18:30:00.000,256.867,257.407,256.846,257.316,1.794,257.045815905498,0,0,,0,0
08.09.2022 18:35:00.000,257.306,257.627,257.166,257.547,1.9848,257.084368528152,0,0,,0,0
08.09.2022 18:40:00.000,257.566,257.797,256.626,257.196,2.1492,257.09295556444806,0,0,,0,0
08.09.2022 18:45:00.000,257.227,257.347,256.706,256.927,2.3112000000000004,257.08018975179823,0,0,,0,0
08.09.2022 18:50:00.000,256.926,257.207,256.536,257.126,2.1228,257.0837136170445,0,0,,0,0
08.09.2022 18:55:00.000,257.127,257.146,256.517,256.696,1.986,257.0538894926565,0,0,,0,0
08.09.2022 19:00:00.000,256.656,256.907,256.016,256.397,2.1192,257.0033595316829,0,2,254.01600000000002,0,0
08.09.2022 19:05:00.000,256.397,256.767,256.256,256.577,2.1420000000000003,256.9705626446304,0,0,,0,0
08.09.2022 19:10:00.000,256.546,257.027,256.426,257.016,2.0076,256.9740578258127,0,0,,0,0
08.09.2022 19:15:00.000,257.016,257.277,256.896,257.187,1.8624,256.99043799305787,0,0,,0,0
08.09.2022 19:20:00.000,257.157,257.446,257.036,257.316,1.6212000000000002,257.0154812243611,0,0,,0,0
08.09.2022 19:25:00.000,257.296,257.336,256.876,256.907,1.476,257.00713651479487,0,0,,0,0
08.09.2022 19:30:00.000,256.937,257.276,256.756,256.837,2.0748,256.9940490905799,0,0,,0,0
08.09.2022 19:35:00.000,256.836,257.066,256.667,256.927,1.8924,256.9888914682276,0,0,,0,0
08.09.2022 19:40:00.000,256.966,257.026,256.476,256.537,1.7772,256.9541305860563,0,0,,0,0
08.09.2022 19:45:00.000,256.526,257.146,256.436,256.737,1.7808000000000002,256.93742823328273,0,0,,0,0
08.09.2022 19:50:00.000,256.737,257.977,256.727,257.917,1.866,257.0127799076456,0,0,,0,0
08.09.2022 19:55:00.000,257.907,258.597,257.786,258.456,1.6812,257.1237968378267,0,0,,0,0
09.09.2022 13:30:00.000,261.267,262.916,261.136,262.127,1.7544,257.50865861953235,0,0,,0,0
09.09.2022 13:35:00.000,262.127,262.407,261.486,261.687,1.9956,257.83006949495297,0,0,,0,0
09.09.2022 13:40:00.000,261.687,261.917,261.257,261.306,2.0436,258.097448764572,0,0,,0,0
09.09.2022 13:45:00.000,261.357,262.287,260.996,261.746,2.46,258.37810655191265,0,0,,0,0
09.09.2022 13:50:00.000,261.746,262.077,261.526,261.756,1.9212,258.63794450945784,0,0,,0,0
09.09.2022 13:55:00.000,261.776,262.447,261.316,262.377,2.1948,258.9255641625765,0,0,,0,0
09.09.2022 14:00:00.000,262.416,263.146,262.197,262.936,2.4252,259.2340592269937,0,0,,0,0
09.09.2022 14:05:00.000,262.946,263.296,262.776,263.277,1.9992,259.5450546710711,0,0,,0,0
09.09.2022 14:10:00.000,263.287,263.297,262.836,263.156,2.4072,259.82281969637336,0,0,,0,0
09.09.2022 14:15:00.000,263.156,263.626,263.116,263.347,2.2524,260.09391048896003,0,0,,0,0
09.09.2022 14:20:00.000,263.337,263.476,262.926,263.167,1.9584,260.3303019898093,0,0,,0,0
09.09.2022 14:25:00.000,263.166,263.837,262.876,263.796,1.9668,260.5968941444394,0,0,,0,0
09.09.2022 14:30:00.000,263.807,264.426,263.716,264.336,1.812,260.8845176717902,0,0,,0,0
09.09.2022 14:35:00.000,264.346,264.697,264.186,264.646,1.9812000000000003,261.1738624662679,0,0,,0,0
09.09.2022 14:40:00.000,264.676,265.047,264.646,264.866,1.5432,261.4578730457858,0,0,,0,0
09.09.2022 14:45:00.000,264.867,265.057,264.537,264.896,1.5012,261.72234434995613,0,0,,0,0
09.09.2022 14:50:00.000,264.906,265.137,264.697,264.787,1.5828,261.9580870922672,0,1,267.137,0,0
09.09.2022 14:55:00.000,264.806,264.857,264.496,264.796,1.4616,262.1763880851697,0,0,,0,0
09.09.2022 15:00:00.000,264.787,265.027,264.316,264.576,2.0616,262.36097361707976,0,0,,0,0
09.09.2022 15:05:00.000,264.576,264.786,264.156,264.156,1.8252,262.4990525696121,0,0,,0,0
09.09.2022 15:10:00.000,264.136,264.297,263.756,263.896,1.7244,262.60651006425735,0,0,,0,0
09.09.2022 15:15:00.000,263.917,264.286,263.456,263.576,1.7376,262.68108621316065,0,0,,0,0
09.09.2022 15:20:00.000,263.536,263.817,263.227,263.746,1.6776,262.7630026583022,0,0,,0,0
09.09.2022 15:25:00.000,263.777,264.247,263.657,264.207,1.3152,262.8740793768944,0,0,,0,0
09.09.2022 15:30:00.000,264.206,264.457,263.896,264.167,1.9428,262.97353480944093,0,0,,0,0
09.09.2022 15:35:00.000,264.186,264.426,264.086,264.386,1.4952,263.08218597794547,0,0,,0,0
09.09.2022 15:40:00.000,264.387,264.506,263.936,264.026,1.3872,263.15478705656506,0,0,,0,0
09.09.2022 15:45:00.000,264.036,264.036,263.556,263.626,1.1736,263.19103420606007,0,0,,0,0
09.09.2022 15:50:00.000,263.636,263.707,263.386,263.556,1.35,263.21910849790163,0,0,,0,0
09.09.2022 15:55:00.000,263.566,263.867,263.516,263.796,1.146,263.2634847672938,2,0,,0,0
09.09.2022 16:00:00.000,263.807,263.897,263.326,263.387,2.274,263.27298593904044,2,0,,0,0
09.09.2022 16:05:00.000,263.386,263.517,263.106,263.437,2.0652,263.28560240526815,2,0,,0,0
09.09.2022 16:10:00.000,263.426,263.486,263.176,263.276,1.8048,263.2848637587091,0,0,,0,0
09.09.2022 16:15:00.000,263.267,263.387,262.967,263.376,1.782,263.2918742388084,0,0,,0,0
09.09.2022 16:20:00.000,263.376,263.386,262.747,262.806,1.6944,263.25449929736163,0,0,,0,0
09.09.2022 16:25:00.000,262.787,263.117,262.696,262.967,1.836,263.23238396679534,0,2,260.696,0,0
09.09.2022 16:30:00.000,262.987,263.397,262.756,263.336,1.6248,263.24035443088803,0,0,,0,0
09.09.2022 16:35:00.000,263.306,263.597,263.236,263.367,1.3212,263.2500963977428,0,0,,0,0
